order_id,product_id,quantity,unit_price,discount
12407,101,3,613.86,0.1
19995,1699,1,1379.85,0.2
4437,721,2,788.44,0.05
17300,84,2,548.33,0.2
1144,1163,5,829.39,0.2
43,319,3,662.64,0.05
12033,295,2,1174.83,0.1
18119,1680,3,382.18,0.15
3226,301,3,1484.73,0.1
19042,1986,4,885.83,0.15
17677,1019,2,1046.36,0.15
16809,734,4,1310.9,0.1
11960,1686,1,1540.65,0.1
4377,1063,3,834.78,0.05
320,614,3,218.5,0.05
9893,308,3,1218.55,0.15
8691,1541,3,1314.36,0.05
5171,81,2,1967.79,0.2
9447,1149,1,954.36,0.1
8155,1605,2,996.8,0.0
17542,767,3,492.74,0.05
16075,1098,2,200.91,0.15
5611,657,5,655.14,0.1
11225,1091,2,15.03,0.2
10924,1780,2,1025.27,0.0
9693,1237,3,371.85,0.15
10942,977,4,1557.03,0.15
13077,50,2,1080.77,0.1
9228,104,1,1284.76,0.0
9459,398,2,1861.29,0.0
10407,1503,3,1644.94,0.2
16836,10,2,1615.22,0.15
5379,1950,1,1684.97,0.15
18178,1068,4,491.44,0.2
10194,609,1,1013.94,0.1
1565,750,4,1583.2,0.2
4528,1141,4,1457.31,0.0
15581,515,5,1637.66,0.1
6139,1161,5,526.3,0.15
15092,1576,3,359.97,0.1
9353,289,2,1901.36,0.2
7884,1741,5,1228.79,0.05
10139,1000,2,1132.2,0.0
17448,187,4,1070.6,0.05
16250,1739,3,683.92,0.1
4442,768,5,1226.53,0.2
7300,1211,3,1164.11,0.05
11259,1169,4,1229.98,0.05
7514,1941,4,426.08,0.1
3371,1842,1,439.93,0.0
5923,1947,1,179.83,0.05
18571,652,1,1684.02,0.0
13123,971,2,891.41,0.15
8569,1866,5,959.34,0.15
14124,1789,2,770.34,0.05
1465,359,1,1184.88,0.1
8807,1595,3,618.92,0.05
7938,1089,5,1920.47,0.2
7677,1315,3,337.78,0.15
10868,1105,3,1681.02,0.05
15259,573,1,1482.38,0.05
15982,1341,5,1152.63,0.0
12443,1304,2,102.93,0.0
19680,1627,2,731.57,0.05
14438,690,1,780.34,0.1
18236,1277,3,248.67,0.1
4904,1765,2,934.47,0.0
8480,724,1,1900.76,0.1
5288,614,4,218.5,0.2
14279,428,4,1206.89,0.0
1219,1188,5,1606.87,0.2
13127,558,1,439.71,0.05
8412,1202,3,1911.78,0.15
17657,1100,1,573.85,0.2
2081,252,1,602.43,0.05
19012,159,5,1929.62,0.15
8732,1787,2,1012.07,0.15
8863,236,1,1079.47,0.0
14813,1408,2,906.14,0.05
8320,1342,4,1573.8,0.15
531,478,5,1867.83,0.0
18615,59,1,1306.03,0.05
3286,1014,1,1344.59,0.2
15677,185,5,1195.6,0.0
7571,852,2,1702.26,0.0
7364,1456,3,602.19,0.15
19878,314,1,800.47,0.2
1410,453,2,1999.19,0.2
16151,1597,1,240.78,0.15
2630,1049,3,1913.62,0.15
1091,779,4,946.17,0.0
8995,1091,5,15.03,0.2
2189,748,2,1793.7,0.05
1043,1435,1,1687.4,0.0
15361,1391,2,1376.32,0.1
11683,1054,2,900.39,0.0
796,894,2,779.26,0.0
5273,1051,5,1738.36,0.2
3686,846,5,1897.64,0.1
1187,516,5,88.92,0.15
7874,1524,4,1210.84,0.1
760,1107,5,1105.59,0.05
215,424,1,253.33,0.0
18055,864,1,1599.39,0.2
2030,1190,1,969.84,0.15
12779,1885,4,428.37,0.15
11196,1831,1,1982.63,0.2
12000,829,2,63.46,0.1
10732,1961,3,126.11,0.1
6444,1060,1,605.8,0.0
1188,548,2,1604.98,0.2
16620,743,4,1548.05,0.1
17991,738,1,956.23,0.05
15511,1960,5,1810.62,0.15
5265,1003,3,1354.21,0.1
11627,1075,1,851.3,0.1
7532,13,2,388.62,0.05
9396,715,5,704.88,0.2
18637,1822,2,1874.64,0.15
8931,1577,4,788.31,0.15
5623,1368,1,971.9,0.15
15589,1094,3,326.1,0.1
10800,1554,4,1493.57,0.15
190,676,5,1663.48,0.15
18122,1837,5,1686.29,0.0
14843,795,2,563.25,0.2
274,313,5,905.85,0.15
9018,69,5,1921.75,0.05
3102,1044,3,1508.42,0.2
12109,1338,5,87.16,0.0
13222,553,3,886.47,0.2
19162,877,2,949.77,0.0
17490,1992,5,1507.65,0.15
3756,1283,5,319.61,0.15
19529,1969,5,1667.0,0.2
5838,391,3,1540.03,0.0
19285,895,1,1041.78,0.2
12160,1037,4,1087.27,0.0
10908,1783,1,998.78,0.1
11615,1034,1,1097.87,0.1
14967,1185,1,1926.3,0.05
6027,757,1,268.31,0.1
15635,698,2,337.9,0.2
1359,1847,5,1432.76,0.0
11798,1106,5,928.38,0.1
18633,127,2,441.59,0.2
19334,1859,1,1398.47,0.0
8417,205,1,453.49,0.0
19630,953,5,1523.58,0.05
19254,405,4,1219.72,0.05
10477,1147,3,221.6,0.0
9576,36,5,309.91,0.05
8143,1748,4,289.01,0.05
5719,785,1,142.51,0.2
338,1041,2,294.93,0.2
14478,1913,2,311.78,0.05
17565,1140,3,1200.72,0.15
10813,827,4,691.35,0.1
9718,1384,5,1116.89,0.15
4528,122,2,624.29,0.15
7123,1824,4,405.29,0.2
11016,1062,1,1914.19,0.0
394,1315,3,337.78,0.2
19618,1697,1,1296.25,0.15
18282,1739,3,683.92,0.2
10133,129,4,271.01,0.1
3795,169,4,932.42,0.05
6604,209,5,1003.44,0.15
8041,1912,2,750.25,0.0
16605,824,5,402.92,0.2
7914,1278,4,724.05,0.15
14486,1419,1,619.58,0.1
6124,717,1,538.35,0.2
19269,701,2,1013.35,0.2
1735,488,1,1362.4,0.15
19895,1856,3,551.7,0.15
9727,1430,3,836.83,0.2
16168,625,1,1129.2,0.1
10606,217,5,662.96,0.15
7156,810,3,1904.43,0.0
12238,1769,5,1110.06,0.1
9301,1864,2,226.1,0.1
11033,1196,2,1111.33,0.0
5045,1848,1,1933.78,0.05
9602,1796,5,530.47,0.05
1805,355,3,1902.83,0.15
7148,405,5,1219.72,0.05
5924,1052,1,1823.42,0.05
18101,1290,4,877.81,0.05
10600,476,5,286.05,0.1
4030,217,4,662.96,0.05
14428,1711,1,1457.07,0.15
17832,626,3,1923.13,0.2
16064,1753,3,137.16,0.2
12563,1331,2,652.76,0.2
10738,972,3,1405.23,0.05
6911,196,1,903.78,0.15
9166,919,5,1499.18,0.2
13088,1948,1,1632.86,0.0
10957,385,4,1196.51,0.0
16022,582,2,756.04,0.05
18927,1111,5,67.23,0.2
17500,1518,1,1326.66,0.2
177,957,3,749.34,0.0
9806,1588,2,1071.58,0.05
3174,750,5,1583.2,0.2
18046,1869,5,1889.79,0.15
199,545,4,1231.18,0.05
17500,137,3,769.16,0.2
8191,1962,2,1108.75,0.15
16532,1032,2,908.43,0.0
3754,1373,1,1992.01,0.15
246,1927,4,1622.93,0.1
2734,788,4,1247.32,0.2
2668,1359,2,411.58,0.1
16013,1381,4,621.45,0.05
2346,1965,1,388.44,0.2
14429,1611,5,334.19,0.05
3926,1032,2,908.43,0.0
13342,77,5,1244.21,0.2
15272,616,3,1590.9,0.05
11327,171,5,1763.85,0.15
18119,1959,4,974.77,0.05
17010,694,5,614.23,0.1
14921,946,2,1888.88,0.15
14821,1190,3,969.84,0.0
7115,657,3,655.14,0.2
18367,1272,1,1657.36,0.1
7157,400,2,452.95,0.1
10934,1016,3,1536.0,0.2
15726,1361,3,1399.02,0.2
17834,995,4,879.13,0.2
14540,1825,1,1494.13,0.1
6015,367,1,173.24,0.05
9940,575,3,1010.27,0.2
1777,351,2,1023.41,0.15
1111,1449,2,604.07,0.1
994,298,3,505.06,0.0
16648,990,5,232.09,0.2
15856,1035,3,438.6,0.2
4990,1851,5,248.5,0.15
18287,1819,4,909.19,0.15
3768,521,5,1277.7,0.0
14140,1200,4,462.27,0.2
502,182,3,616.71,0.2
18236,1144,3,1641.8,0.0
102,1981,1,1340.62,0.0
17503,1537,3,666.37,0.05
11803,1289,2,273.79,0.15
9117,40,3,1465.16,0.0
15904,1259,3,1530.25,0.2
18461,278,1,1075.46,0.2
3317,1293,4,324.89,0.1
18968,734,2,1310.9,0.0
9227,1870,4,1896.48,0.05
1686,1245,4,75.13,0.1
19800,210,4,84.52,0.15
13385,1711,4,1457.07,0.1
1236,107,4,1195.16,0.05
1011,429,2,645.82,0.05
11220,1608,5,646.57,0.1
14628,1835,2,1205.19,0.2
5138,1054,3,900.39,0.2
15921,211,2,504.48,0.0
11055,961,5,1648.57,0.1
12179,105,3,1878.78,0.2
12916,1125,1,1660.15,0.1
17872,931,3,653.65,0.0
19928,1620,3,1653.83,0.05
3549,790,5,305.38,0.05
2341,934,4,55.78,0.15
14819,1683,5,1395.24,0.15
16079,171,4,1763.85,0.1
19741,1922,2,1296.1,0.0
912,783,1,1145.21,0.15
16305,1099,5,717.49,0.1
10019,523,3,1929.21,0.0
15781,1585,1,455.56,0.05
2004,415,4,1578.1,0.2
15919,457,2,1177.63,0.2
2491,219,3,912.38,0.2
8275,417,1,1094.3,0.0
7563,1860,1,1206.22,0.05
9166,1133,4,318.93,0.1
5914,268,4,505.0,0.1
19130,1853,5,185.05,0.05
10721,298,3,505.06,0.0
9511,467,5,1304.0,0.2
8866,40,1,1465.16,0.0
9995,1896,5,1744.0,0.2
332,927,3,607.78,0.1
17371,1025,1,1318.62,0.0
5877,1865,4,1373.08,0.15
7614,921,5,1714.94,0.15
5664,1823,5,1869.6,0.05
10394,60,5,1853.1,0.2
9772,281,3,659.37,0.0
10018,728,2,1096.88,0.2
18674,1205,5,984.16,0.0
8347,385,1,1196.51,0.0
8829,1340,1,1464.5,0.15
6154,1758,5,1012.29,0.2
13647,1878,5,1494.15,0.2
10101,904,3,1492.77,0.2
11205,179,5,1385.12,0.15
11119,1642,4,317.79,0.0
8272,45,2,1799.73,0.1
8920,1331,3,652.76,0.0
13262,1774,1,1484.16,0.0
11040,436,2,475.81,0.1
18269,1564,5,1097.49,0.15
9720,1099,4,717.49,0.2
16190,141,2,956.57,0.0
241,856,5,339.94,0.2
6899,756,4,1058.93,0.15
8017,1205,4,984.16,0.2
6899,1288,3,389.97,0.0
6081,1747,4,1490.2,0.0
17047,1290,2,877.81,0.1
11593,977,2,1557.03,0.0
14673,212,1,1901.82,0.0
5141,672,2,1163.13,0.2
12793,703,4,1132.97,0.05
18397,917,2,748.07,0.05
9739,149,4,1734.37,0.05
298,724,1,1900.76,0.1
12454,747,4,1234.07,0.2
8954,792,4,7.92,0.15
4718,1596,4,78.9,0.0
6705,131,2,1630.94,0.1
1554,222,2,379.23,0.05
12997,706,2,1024.06,0.15
7721,1903,2,236.47,0.2
14721,1095,3,233.67,0.0
8130,1934,4,157.68,0.1
5918,495,2,1685.99,0.1
12175,1645,3,949.61,0.2
19989,1351,2,1312.54,0.0
16817,779,4,946.17,0.1
1143,241,5,1929.82,0.05
6413,1308,3,121.31,0.1
7058,1378,4,484.52,0.1
18434,1984,1,88.73,0.1
7223,321,4,1202.82,0.15
6670,1296,5,1241.37,0.1
14336,1399,5,1649.54,0.1
2540,559,2,1402.27,0.05
15816,1598,1,1880.48,0.1
16483,695,3,779.98,0.0
6241,212,2,1901.82,0.2
8386,1982,2,1925.48,0.15
12473,151,1,560.12,0.05
11792,1416,5,1102.94,0.2
18070,561,3,364.06,0.15
15271,1350,3,733.71,0.0
5419,1290,5,877.81,0.15
11515,1369,5,401.76,0.2
17860,1548,5,1724.72,0.0
2019,158,1,1216.46,0.0
17581,211,5,504.48,0.1
951,742,2,630.14,0.2
10996,1901,5,381.9,0.2
7499,1479,1,640.38,0.2
5119,208,1,253.09,0.15
18874,144,1,979.02,0.2
15679,1827,4,411.1,0.2
18123,1902,1,943.14,0.2
16383,609,3,1013.94,0.15
7976,563,4,165.1,0.05
14583,343,5,797.16,0.05
1993,76,5,1858.39,0.05
1234,859,2,517.03,0.05
18280,769,1,30.27,0.15
1684,317,2,866.59,0.05
14768,1599,3,1483.4,0.05
2884,969,5,101.93,0.05
15343,905,1,679.04,0.0
11657,1424,1,954.05,0.0
18216,1589,2,1522.1,0.05
11605,1448,3,406.37,0.0
4991,167,2,310.22,0.2
7061,1987,1,1295.95,0.2
8150,461,5,1692.64,0.05
7035,1909,3,1054.4,0.15
4723,354,4,309.98,0.1
4647,519,1,546.88,0.0
3455,1682,4,1293.87,0.1
5545,742,5,630.14,0.0
9226,1416,3,1102.94,0.15
7826,1125,2,1660.15,0.05
6962,819,4,768.55,0.0
14606,874,2,113.74,0.2
588,1397,5,982.44,0.2
11355,1628,4,1235.55,0.0
11192,281,3,659.37,0.1
321,1150,3,1009.14,0.15
14527,1944,1,956.85,0.0
1212,294,4,414.39,0.1
16229,1143,5,442.63,0.2
13555,1889,5,1497.74,0.15
16288,1117,1,481.57,0.0
14215,576,5,1157.06,0.0
4113,1959,3,974.77,0.2
6329,1521,5,28.15,0.2
14286,1786,4,1586.5,0.1
6302,1320,4,753.25,0.15
13110,441,1,1472.67,0.15
5386,1463,5,906.55,0.15
4237,954,3,1571.5,0.15
7098,219,5,912.38,0.05
3511,1763,2,1670.31,0.0
7337,512,5,1411.28,0.15
1956,920,5,776.2,0.05
15989,581,4,640.88,0.05
5213,1990,2,1012.52,0.05
10726,553,3,886.47,0.15
8082,1268,4,1572.52,0.05
4455,777,4,1349.87,0.2
3364,1231,4,1282.96,0.15
18639,806,2,319.44,0.05
110,373,3,1448.85,0.0
10291,1560,5,1717.42,0.2
8476,1672,3,1066.15,0.2
14174,939,5,603.89,0.1
17512,1355,3,1480.47,0.15
3490,1826,4,640.71,0.15
12191,1532,4,932.55,0.2
9401,1565,5,825.44,0.1
13961,628,5,1355.68,0.05
637,1217,5,1443.03,0.2
19661,1541,1,1314.36,0.2
2671,669,3,1128.62,0.0
12433,1525,3,1021.28,0.0
6596,441,3,1472.67,0.15
5361,876,3,198.49,0.0
17453,723,5,1033.65,0.1
10455,186,3,458.83,0.2
12009,932,2,304.11,0.05
18396,206,4,147.46,0.0
10634,1272,4,1657.36,0.0
10630,286,4,1176.74,0.15
2607,1811,4,996.42,0.2
15097,939,5,603.89,0.0
19535,1018,4,686.01,0.15
7202,250,3,1494.8,0.2
3035,320,3,1882.55,0.15
19363,764,4,1025.05,0.0
10627,1374,1,1253.46,0.05
1518,812,3,247.3,0.0
10329,927,2,607.78,0.0
5890,516,1,88.92,0.2
895,719,2,1734.76,0.15
4937,886,2,1763.9,0.2
12744,509,5,1545.12,0.1
14099,1232,1,1226.56,0.1
6927,774,2,1426.08,0.1
13547,1398,4,857.97,0.1
9223,1069,1,1832.29,0.2
1777,224,1,266.37,0.15
1612,1610,4,286.77,0.2
4113,1379,1,661.92,0.0
15638,861,3,988.7,0.05
19282,1215,4,1709.38,0.0
12979,960,3,770.18,0.05
8654,952,3,1270.83,0.0
15750,1617,1,290.46,0.05
14613,1347,2,1233.91,0.1
17821,1511,5,1436.99,0.15
3512,497,2,1632.42,0.05
16837,971,3,891.41,0.1
4937,1335,5,1760.19,0.2
871,47,3,1178.94,0.15
15354,621,1,1691.43,0.2
4679,1326,5,1024.99,0.1
6781,81,3,1967.79,0.0
9128,556,5,1119.8,0.05
18545,134,4,971.77,0.05
1462,45,5,1799.73,0.15
10610,1388,4,1559.32,0.2
15207,1183,4,572.57,0.0
9153,199,3,1322.55,0.15
8299,1938,2,1686.61,0.2
18874,543,2,1007.53,0.05
2490,733,5,607.22,0.15
13735,1851,5,248.5,0.05
18583,375,4,623.91,0.05
1678,1292,4,939.45,0.05
7851,1822,4,1874.64,0.0
15863,431,3,890.6,0.2
10600,1609,4,1188.21,0.15
10874,1097,3,1291.13,0.2
19472,8,1,1914.64,0.2
15651,526,5,574.4,0.2
7194,904,3,1492.77,0.15
18517,320,4,1882.55,0.0
16574,766,3,1398.86,0.05
2483,780,4,1862.66,0.1
1851,597,2,941.63,0.1
8862,1105,3,1681.02,0.15
14281,1489,1,467.23,0.0
14582,1652,4,1464.91,0.0
13350,311,2,1212.83,0.0
6011,1602,3,1299.33,0.2
5085,1854,5,424.72,0.2
3044,434,2,1360.42,0.0
4208,1467,4,1466.22,0.05
11709,984,3,931.23,0.05
5944,837,2,288.49,0.1
10378,606,5,1914.69,0.05
3877,649,2,1566.42,0.05
18653,441,1,1472.67,0.0
3141,1001,5,1048.59,0.15
17556,1577,3,788.31,0.0
9806,716,1,650.69,0.2
11711,542,5,240.86,0.0
4589,1903,3,236.47,0.2
14112,887,5,1806.04,0.0
1909,224,3,266.37,0.15
7751,237,3,757.53,0.05
15131,946,1,1888.88,0.0
10068,443,5,1992.75,0.2
5185,1483,1,176.81,0.1
9665,827,2,691.35,0.1
17555,683,2,1261.37,0.0
2942,1854,1,424.72,0.0
16196,1741,5,1228.79,0.2
5507,113,4,622.02,0.15
1262,720,4,296.76,0.15
4840,1273,4,1543.59,0.1
6274,450,2,477.29,0.1
13760,748,4,1793.7,0.05
4994,1205,3,984.16,0.15
941,249,2,1236.83,0.2
17536,1409,3,1558.57,0.1
6051,1951,5,176.76,0.15
19070,1766,2,1410.94,0.05
16402,1257,3,330.72,0.15
5898,1961,4,126.11,0.2
15694,102,4,52.21,0.05
15027,1277,1,248.67,0.2
15902,495,2,1685.99,0.05
17516,1298,1,383.79,0.15
19894,977,3,1557.03,0.0
14679,1149,2,954.36,0.2
17257,857,3,1341.7,0.1
18353,1244,5,257.19,0.0
6721,1726,3,1492.4,0.1
13047,1447,4,1123.03,0.1
4836,285,5,275.65,0.2
15072,1917,3,426.68,0.05
8115,1254,4,602.72,0.2
18209,869,1,1885.17,0.0
1537,1990,2,1012.52,0.1
13045,1381,5,621.45,0.2
5467,1272,5,1657.36,0.15
13879,1535,5,110.28,0.2
14541,1587,1,1365.26,0.1
14216,1059,5,1857.61,0.2
19993,809,2,102.66,0.05
15293,948,3,829.15,0.1
534,1779,3,954.27,0.1
11751,1830,1,1595.1,0.2
6352,1544,3,565.54,0.2
9028,6,2,901.17,0.15
4161,1134,5,464.54,0.2
10655,663,3,1319.03,0.1
8520,989,5,1757.56,0.05
17417,1484,5,1260.79,0.15
210,1183,2,572.57,0.15
17110,1162,5,1225.7,0.0
4687,1356,1,1738.16,0.0
17686,650,5,1251.94,0.2
10921,449,2,1019.97,0.2
5348,1728,5,1637.47,0.1
14360,1408,5,906.14,0.15
11364,1694,1,606.61,0.2
11305,1353,2,295.91,0.1
12895,1835,2,1205.19,0.0
17332,12,1,1659.66,0.0
1206,488,5,1362.4,0.0
832,1579,4,216.97,0.1
3601,357,4,1272.42,0.0
297,1675,5,1796.4,0.0
1743,458,1,1008.21,0.05
17250,96,4,1952.53,0.05
19476,1449,5,604.07,0.1
9218,1542,4,577.2,0.1
12524,1946,2,1382.87,0.05
13293,1605,5,996.8,0.15
9323,73,4,1169.43,0.15
7943,1882,5,904.7,0.15
7307,1290,1,877.81,0.2
13117,1777,2,1451.77,0.1
10984,1472,3,669.91,0.1
9931,1602,4,1299.33,0.0
13629,1839,1,507.36,0.15
16391,111,3,865.44,0.1
151,906,1,1686.48,0.05
19382,1889,5,1497.74,0.2
19464,1573,4,1539.87,0.2
288,224,1,266.37,0.15
13972,295,1,1174.83,0.1
16443,1053,4,1095.5,0.05
2727,566,3,1513.58,0.0
7588,1519,2,772.27,0.0
12141,276,2,285.81,0.1
5547,1394,3,390.55,0.05
5951,304,1,1455.85,0.2
2996,380,4,728.38,0.1
19872,1219,2,1612.31,0.2
2573,1625,5,1688.34,0.0
227,1511,1,1436.99,0.0
4281,1050,3,112.34,0.0
3225,1667,4,1081.57,0.05
7287,534,3,1463.58,0.15
16342,997,5,1841.19,0.1
5367,1566,4,442.74,0.2
19279,1927,1,1622.93,0.2
5132,1817,4,1609.23,0.2
2798,1658,3,1268.64,0.1
4978,487,5,1010.99,0.05
19081,164,5,697.67,0.15
19944,1879,5,1202.17,0.2
1380,1432,3,358.95,0.2
2329,1221,5,1442.52,0.0
15851,1689,1,1387.25,0.0
3824,1960,3,1810.62,0.2
3741,1908,5,1782.33,0.15
14673,18,4,346.42,0.1
8884,459,3,310.27,0.15
16610,1875,2,33.16,0.0
15288,1383,2,1866.39,0.2
18544,237,3,757.53,0.1
11994,20,3,1370.81,0.15
10158,1314,2,1350.61,0.0
4384,573,3,1482.38,0.15
9983,1881,2,62.4,0.2
11227,1190,3,969.84,0.05
11140,339,5,1890.92,0.05
9379,1997,2,127.63,0.0
18537,24,3,920.41,0.05
11401,1090,3,1109.28,0.05
5771,1305,5,1860.77,0.2
2952,385,4,1196.51,0.2
1232,983,4,1290.45,0.05
5102,564,3,1308.8,0.0
9163,1557,4,1854.81,0.05
6165,376,4,1192.11,0.2
18150,1746,3,1528.36,0.1
7180,52,3,193.18,0.0
14314,1253,5,577.09,0.2
15976,767,5,492.74,0.1
4932,1941,3,426.08,0.15
5481,559,5,1402.27,0.05
12180,1158,5,1047.47,0.15
13686,543,1,1007.53,0.0
12936,1174,4,1314.07,0.1
14298,1258,1,445.08,0.0
13399,603,3,1527.9,0.05
7690,1738,4,278.21,0.0
2601,1577,3,788.31,0.0
11067,1780,3,1025.27,0.0
1443,1558,3,1367.34,0.0
14449,999,3,1410.61,0.15
16880,1716,4,181.45,0.0
5004,487,3,1010.99,0.2
14817,776,4,337.93,0.05
12902,1255,1,466.27,0.2
2794,172,5,1222.61,0.15
7880,1570,2,264.16,0.05
12713,1581,2,42.44,0.1
6173,899,5,1560.19,0.15
6964,76,4,1858.39,0.0
3932,1289,2,273.79,0.0
12849,1533,5,494.24,0.2
19887,914,5,502.73,0.0
8027,510,2,970.94,0.05
3234,869,3,1885.17,0.2
11022,1094,4,326.1,0.1
18814,160,4,1153.71,0.0
10548,1125,1,1660.15,0.05
1814,990,1,232.09,0.1
13697,84,1,548.33,0.0
11389,1053,4,1095.5,0.05
8755,608,1,466.71,0.0
2602,1563,2,1042.3,0.2
15811,1473,2,1533.53,0.0
6939,1671,1,1005.39,0.0
12112,1749,1,264.79,0.2
12631,1554,5,1493.57,0.0
10183,1506,4,439.14,0.2
3735,20,4,1370.81,0.15
8620,486,2,393.34,0.15
6778,216,3,699.18,0.05
8572,451,5,1146.69,0.05
4870,528,3,838.68,0.05
18810,1905,3,918.23,0.0
12280,493,5,1214.49,0.1
3130,86,2,505.99,0.1
983,1232,4,1226.56,0.1
6017,1479,4,640.38,0.0
13010,842,3,48.72,0.1
7076,253,1,590.27,0.05
67,1276,4,321.43,0.05
14460,983,3,1290.45,0.0
2693,1245,3,75.13,0.05
5266,1041,3,294.93,0.05
5699,76,3,1858.39,0.05
7656,1450,1,1373.24,0.0
12713,1817,2,1609.23,0.05
1959,1931,3,939.1,0.0
8830,1854,4,424.72,0.2
4570,1932,4,301.47,0.15
6425,629,3,284.2,0.15
6579,1503,3,1644.94,0.15
10368,300,4,650.92,0.15
10233,1268,5,1572.52,0.2
16929,497,3,1632.42,0.0
19683,256,4,1367.85,0.15
8091,956,4,769.72,0.15
457,878,2,980.75,0.1
19554,420,4,590.42,0.15
5243,587,3,189.47,0.15
9223,542,1,240.86,0.1
6883,1258,4,445.08,0.15
1085,1080,4,1152.05,0.0
10030,1046,5,1486.11,0.2
8323,11,1,1946.37,0.2
12014,181,3,1103.03,0.2
13948,1856,5,551.7,0.15
6375,1954,4,1720.29,0.2
19871,608,3,466.71,0.15
2847,1058,5,935.33,0.0
7689,585,5,1062.33,0.05
3029,1482,4,1807.07,0.15
12082,664,1,900.89,0.05
3507,1900,1,1706.8,0.2
6537,1085,5,583.22,0.2
5990,1267,3,34.38,0.15
6280,933,5,811.18,0.15
7467,1531,4,164.73,0.15
17369,1165,5,1157.41,0.2
664,1910,1,496.08,0.2
13450,1868,2,173.38,0.05
6665,195,3,1194.27,0.05
3374,204,2,1608.79,0.1
7921,555,1,268.23,0.1
8554,555,3,268.23,0.0
15005,1815,2,139.2,0.0
2392,1742,1,1426.53,0.05
10466,1202,4,1911.78,0.15
14819,1763,5,1670.31,0.1
13462,201,1,1189.65,0.05
6264,1464,3,608.13,0.05
1432,145,5,780.77,0.05
13185,1878,2,1494.15,0.05
18982,684,5,63.24,0.15
11925,976,4,1570.6,0.2
19695,1537,4,666.37,0.15
12659,209,2,1003.44,0.15
13740,738,1,956.23,0.1
19519,328,3,705.29,0.0
240,124,5,913.56,0.15
19793,73,1,1169.43,0.1
2782,1049,1,1913.62,0.05
13533,834,2,1870.74,0.0
13423,791,4,1085.38,0.0
231,1734,2,1534.05,0.0
2645,189,4,1746.08,0.1
11995,233,5,1546.49,0.2
19182,503,3,224.24,0.15
15023,454,1,1539.48,0.0
