product_id,category,subcategory,brand,price,cost
137,Clothing,Men,Hunt-Brown,769.16,354.68
138,Clothing,Men,Anderson Group,832.66,443.27
139,Books,Non-Fiction,King-Rowe,129.22,94.74
140,Books,Comics,Graves-Patterson,1892.39,771.74
141,Toys,Educational,Wu-Perez,956.57,743.35
142,Home,Kitchen,"Stewart, Martinez and Rowe",1707.63,1334.29
143,Books,Comics,Gilbert-Woodward,1496.29,925.38
144,Toys,Action,"Anderson, Pruitt and Hernandez",979.02,498.49
145,Books,Fiction,Watkins-Osborne,780.77,521.2
146,Books,Comics,"Valdez, Price and Gibson",334.26,196.2
147,Clothing,Kids,"Baker, White and Singh",1070.58,816.61
148,Toys,Board,Yates-Anderson,1327.68,575.65
149,Books,Fiction,Lee-Richardson,1734.37,819.82
150,Home,Kitchen,Williams-Clark,658.07,382.92
151,Home,Kitchen,"Williams, Kelley and Bush",560.12,437.16
152,Books,Non-Fiction,"Flores, Anderson and Meadows",1670.65,982.55
153,Toys,Action,"Henderson, Torres and Davidson",1999.82,1079.87
154,Electronics,Camera,"Fernandez, Ingram and Perry",85.31,35.18
155,Clothing,Men,Chavez-Cabrera,1679.26,1089.06
156,Clothing,Men,"Coffey, Meyers and Maldonado",949.75,423.36
157,Clothing,Women,Shields and Sons,1400.43,989.77
158,Clothing,Kids,"Murphy, Jones and Reid",1216.46,850.51
159,Electronics,Mobile,"Peterson, Martin and Parker",1929.62,855.28
160,Electronics,Laptop,Johnson-Washington,1153.71,880.52
161,Books,Non-Fiction,"Thomas, Hall and Robertson",1883.23,902.69
162,Toys,Board,Drake Ltd,1661.99,826.24
163,Home,Decor,Hernandez-Jarvis,1202.82,539.37
164,Toys,Action,Little Group,697.67,398.61
165,Home,Furniture,West-Johnson,1014.39,544.21
166,Books,Non-Fiction,"Mcclain, Lambert and Miranda",215.55,169.06
167,Books,Comics,Green-James,310.22,145.94
168,Toys,Board,"Phillips, Herring and Meyer",543.81,393.33
169,Toys,Educational,Harris-Harrington,932.42,680.94
170,Toys,Educational,"Scott, White and Patterson",648.0,322.83
171,Electronics,Laptop,Gordon-Copeland,1763.85,877.6
172,Books,Comics,"Wright, Sullivan and Rodriguez",1222.61,674.39
173,Electronics,Laptop,Gonzalez PLC,1702.65,804.9
174,Clothing,Women,"Gray, Hardy and Davis",1596.68,856.04
175,Toys,Board,"Williams, Wilkins and Thomas",1760.81,1095.78
176,Toys,Action,"Strickland, Griffin and Fuentes",175.8,120.96
177,Books,Comics,Wright Ltd,1517.54,1026.23
178,Books,Non-Fiction,Harris-Johnson,1586.9,693.83
179,Clothing,Women,Garcia-Oneal,1385.12,723.7
180,Toys,Educational,"Price, Clark and Tate",949.15,581.23
181,Books,Comics,Richard PLC,1103.03,596.44
182,Books,Non-Fiction,Pierce and Sons,616.71,303.55
183,Clothing,Women,"Young, Hernandez and Liu",243.51,149.6
184,Clothing,Men,"Phillips, Moore and Cunningham",436.69,259.25
185,Toys,Board,"Brown, Peterson and Miller",1195.6,947.16
186,Clothing,Women,Morales Ltd,458.83,216.47
187,Electronics,Camera,Weaver-Hayes,1070.6,545.71
188,Electronics,Camera,Taylor-Phillips,587.81,457.1
189,Books,Fiction,Holt-Gonzales,1746.08,1099.38
190,Books,Non-Fiction,Bell Group,883.74,418.67
191,Electronics,Laptop,"Espinoza, Donaldson and Shelton",1882.42,1112.68
192,Electronics,Laptop,"Mckee, Fields and Garcia",986.03,622.0
193,Electronics,Mobile,Burke Inc,302.65,189.2
194,Home,Furniture,Jones-Clark,1987.87,889.33
195,Books,Comics,Buck-Fields,1194.27,773.13
196,Toys,Educational,"Santiago, Espinoza and Miller",903.78,521.56
197,Toys,Educational,"Martinez, Parks and Grimes",614.23,398.27
198,Toys,Board,Oliver-Gutierrez,202.97,143.11
199,Clothing,Women,Mills-Fuller,1322.55,612.11
200,Clothing,Kids,Smith-Allen,154.75,62.07
201,Books,Comics,"Brown, Flynn and Cummings",1189.65,614.46
202,Clothing,Women,Hampton-Gordon,1415.38,964.15
203,Books,Fiction,Becker-Gardner,1376.33,1059.17
204,Toys,Board,Ferrell PLC,1608.79,770.82
205,Electronics,Camera,"Carney, Morris and Sutton",453.49,208.42
206,Home,Furniture,Harvey-Lopez,147.46,68.77
207,Home,Decor,"Guerrero, Arnold and Lester",1499.17,941.0
208,Home,Kitchen,Simmons and Sons,253.09,170.96
209,Books,Non-Fiction,Thompson-Santiago,1003.44,599.57
210,Electronics,Camera,Sanchez-Perez,84.52,48.41
211,Home,Decor,Owens Ltd,504.48,220.22
212,Toys,Board,Padilla-Oneal,1901.82,1521.13
213,Home,Decor,Strong-Fox,85.26,59.9
214,Books,Comics,"Burgess, Walton and Romero",1304.76,1000.01
215,Clothing,Kids,"Estrada, Klein and Torres",874.59,634.69
216,Electronics,Laptop,King-Warren,699.18,372.89
217,Electronics,Mobile,Kim Ltd,662.96,449.14
218,Home,Decor,Anderson-Chen,1890.66,1371.53
219,Toys,Action,Tucker-Oconnor,912.38,479.74
220,Home,Furniture,"Holt, Russell and Nolan",1940.52,1089.93
221,Toys,Action,Cole-Obrien,1317.03,812.66
222,Books,Fiction,Jackson Ltd,379.23,206.57
223,Books,Comics,Jenkins Ltd,886.87,373.06
224,Home,Decor,Lutz PLC,266.37,137.24
225,Books,Fiction,Porter-Brown,62.59,40.81
226,Clothing,Kids,Moore-Richards,320.96,199.1
227,Toys,Educational,Gray Ltd,190.95,152.17
228,Electronics,Laptop,Flores-Martin,1894.39,1248.56
229,Clothing,Women,Kane Inc,1865.64,964.06
230,Home,Kitchen,Harris-Hoover,1670.27,1323.02
231,Clothing,Women,Kelley Group,1104.77,611.42
232,Toys,Board,Marshall-Owen,1493.85,679.11
233,Electronics,Laptop,Simon-Castro,1546.49,1147.13
234,Home,Decor,Long Group,538.01,215.76
235,Home,Decor,Powell Ltd,1161.95,771.51
236,Clothing,Women,"Phillips, Fisher and Bradley",1079.47,580.81
237,Toys,Board,"Johnston, Barton and Craig",757.53,585.68
238,Clothing,Kids,Miller-Martinez,481.42,266.32
239,Books,Fiction,Murphy Inc,639.76,376.94
240,Books,Non-Fiction,Long-Horton,1976.89,1417.35
241,Clothing,Women,"Rosario, Cabrera and Turner",1929.82,869.38
242,Toys,Educational,Randall Group,1740.05,1304.47
243,Books,Fiction,Walker and Sons,1054.27,614.4
244,Clothing,Women,Duncan-Cook,1742.51,1373.07
245,Electronics,Laptop,Brown PLC,1564.14,791.47
246,Toys,Board,James Inc,797.98,344.83
247,Home,Decor,"Sanchez, Gibbs and Ramirez",1719.39,949.11
248,Home,Decor,Hodges Inc,1438.84,1012.6
249,Toys,Action,"Warner, Lee and Yoder",1236.83,610.88
250,Home,Furniture,"Guerrero, Williams and Newman",1494.8,857.4
251,Electronics,Camera,"Orr, Dillon and Lee",1409.26,620.36
252,Clothing,Kids,"Carlson, Ruiz and Wong",602.43,247.95
253,Home,Furniture,Smith Inc,590.27,324.61
254,Clothing,Men,Monroe Group,1064.68,666.88
255,Clothing,Men,Morales-Carroll,354.26,228.07
256,Books,Comics,Phillips and Sons,1367.85,819.43
257,Toys,Action,Powers-Jackson,468.22,306.76
258,Books,Non-Fiction,"Garcia, Vance and Perez",1335.35,1014.28
259,Books,Non-Fiction,Perry Group,1356.83,628.47
260,Books,Non-Fiction,Davis-Rivera,1975.37,1026.52
261,Books,Comics,"Lane, Smith and Harrington",503.95,371.98
262,Clothing,Women,Benton LLC,1707.4,755.8
263,Books,Comics,Higgins-Davis,721.12,373.79
264,Home,Furniture,Lopez-Johnson,1956.0,1297.4
265,Home,Furniture,Evans-Terry,1134.03,764.7
266,Electronics,Camera,Hood-Douglas,1491.62,1093.56
267,Home,Furniture,Cortez PLC,1216.09,657.82
268,Clothing,Kids,"Wright, Levine and Downs",505.0,354.63
269,Clothing,Kids,"Sullivan, Small and Gordon",198.84,129.44
270,Electronics,Laptop,Hatfield-Kirby,1578.28,652.38
271,Home,Decor,Rivera and Sons,267.17,204.08
272,Home,Decor,"Coleman, Nelson and Bernard",833.93,400.55
273,Toys,Educational,"Robles, Moss and Wheeler",1064.05,814.42
274,Clothing,Women,Alexander Inc,1828.53,1422.0
275,Home,Decor,"Williamson, Martin and Robertson",1741.44,1256.79
276,Books,Fiction,"Griffith, Hood and Hall",285.81,224.82
277,Books,Comics,Hatfield-Medina,734.72,526.26
278,Electronics,Laptop,"Chandler, Myers and Gibson",1075.46,625.83
279,Home,Decor,Fitzpatrick-Lowe,765.15,501.49
280,Home,Furniture,Hughes and Sons,1351.3,795.36
281,Toys,Board,Brown Ltd,659.37,424.66
282,Electronics,Camera,Johnson PLC,1648.59,1259.12
283,Home,Decor,"King, Lyons and Wilson",819.55,373.64
284,Electronics,Laptop,"Williams, Dixon and Myers",1991.88,889.27
285,Clothing,Kids,"Campbell, Stephens and Barr",275.65,160.28
286,Toys,Educational,Perry-Jimenez,1176.74,812.7
287,Books,Comics,Clements-Ray,202.55,120.67
288,Books,Non-Fiction,Flynn PLC,70.27,38.52
289,Books,Non-Fiction,Hall-Austin,1901.36,1411.15
290,Electronics,Camera,White-Thompson,737.83,561.25
291,Home,Furniture,"King, Lowe and Carr",799.29,380.4
292,Electronics,Laptop,Wong-Lopez,187.89,91.1
293,Toys,Action,Flores Group,105.9,56.49
294,Clothing,Kids,Schroeder Ltd,414.39,303.3
295,Toys,Action,Thompson LLC,1174.83,852.01
296,Clothing,Women,Carson-Kelly,1549.87,1108.87
297,Toys,Action,"Flores, Lee and Gutierrez",558.16,442.96
298,Clothing,Kids,"Whitehead, Scott and Manning",505.06,237.28
299,Electronics,Mobile,Blair-Weber,34.65,24.81
300,Clothing,Kids,Schmidt Ltd,650.92,305.74
301,Electronics,Mobile,Murphy-Li,1484.73,906.33
302,Electronics,Laptop,"Horton, Lewis and Schmidt",899.31,489.96
303,Toys,Action,"Taylor, Smith and Tucker",906.75,443.06
304,Toys,Action,Johnson Group,1455.85,1111.54
305,Toys,Educational,"White, Chavez and Gonzalez",918.79,721.81
306,Electronics,Laptop,Ford-Smith,1695.36,967.22
307,Electronics,Laptop,Collins LLC,1426.24,823.55
308,Electronics,Laptop,"Fernandez, Oneal and Gibbs",1218.55,519.43
309,Home,Decor,Simpson-Watson,1267.99,785.32
310,Home,Kitchen,"Arroyo, Nelson and Anderson",1989.28,1217.88
311,Books,Comics,Tucker-Hurst,1212.83,533.25
312,Electronics,Camera,Daniels-Rivera,1303.58,922.39
313,Clothing,Women,Hamilton Group,905.85,445.13
314,Home,Kitchen,Arnold Group,800.47,553.8
315,Home,Kitchen,Hamilton-Edwards,628.48,315.47
316,Clothing,Kids,Murray-Schroeder,1846.36,788.12
317,Electronics,Mobile,Case LLC,866.59,604.74
318,Home,Furniture,"Esparza, Rodriguez and Payne",1114.96,707.54
319,Toys,Board,Bishop PLC,662.64,297.45
320,Home,Decor,"Young, Keller and Warren",1882.55,1071.5
321,Electronics,Laptop,Burns Group,1202.82,650.31
322,Toys,Board,Blake Group,429.41,284.57
323,Clothing,Men,Newman Inc,703.48,437.92
324,Electronics,Laptop,Walker and Sons,1150.33,831.56
325,Toys,Board,White LLC,1229.08,807.6
326,Electronics,Camera,Sanders-Miller,1858.52,1360.04
327,Home,Furniture,Robertson-Pearson,364.93,248.55
328,Home,Kitchen,Woodard-Lee,705.29,333.29
329,Clothing,Kids,Yates Inc,1316.4,563.2
330,Electronics,Mobile,Jones-West,1493.49,725.92
331,Books,Non-Fiction,"Castaneda, Ibarra and Tran",685.09,375.44
332,Home,Decor,Marshall LLC,1194.47,899.84
333,Clothing,Men,"Kennedy, Flowers and Deleon",1510.1,634.1
334,Electronics,Laptop,Thompson-King,889.01,506.39
335,Toys,Educational,Montoya Ltd,831.3,404.2
336,Toys,Action,Kelley PLC,693.62,308.21
337,Toys,Educational,Fisher LLC,1056.23,552.8
338,Clothing,Women,"White, Barber and White",1968.97,830.73
339,Clothing,Women,Adams-Lee,1890.92,1336.77
340,Home,Kitchen,Maddox-Payne,659.6,265.88
341,Books,Fiction,"Gomez, Franco and Santos",262.73,161.06
342,Clothing,Kids,Woods PLC,1119.65,747.05
343,Home,Furniture,King-Robinson,797.16,555.47
344,Books,Fiction,Moss-Simpson,922.21,397.61
345,Home,Decor,Hall Group,861.42,483.92
346,Books,Non-Fiction,"Reyes, Chandler and Campbell",234.77,95.87
347,Home,Furniture,Powell-Brown,1603.64,1037.96
348,Home,Furniture,"Sullivan, Barnes and Smith",876.24,387.6
349,Books,Comics,Stephens-Hall,803.9,346.85
350,Home,Decor,"Wright, Reed and Anderson",682.33,363.84
351,Clothing,Men,Brown-Wilson,1023.41,456.04
352,Toys,Action,"Hart, Pruitt and Young",1812.32,978.2
353,Clothing,Men,"Ellis, Marshall and Taylor",210.1,105.55
354,Clothing,Kids,"Hensley, Rivera and Jones",309.98,218.12
355,Electronics,Mobile,Williams LLC,1902.83,1239.08
356,Books,Comics,Proctor Inc,1520.95,881.48
357,Toys,Board,Velasquez LLC,1272.42,826.83
358,Home,Furniture,"Cochran, Johnson and Green",882.33,518.43
359,Home,Kitchen,"Robbins, Horton and Reyes",1184.88,640.76
360,Electronics,Laptop,"Valencia, Simmons and Riley",926.18,384.4
361,Home,Kitchen,Simpson Ltd,158.08,117.88
362,Electronics,Camera,Lewis PLC,1190.19,659.12
363,Toys,Board,Meyer LLC,1908.69,1327.62
364,Electronics,Laptop,"Livingston, Williams and Jackson",1818.55,1143.25
365,Clothing,Women,Anderson-Middleton,1211.99,727.86
366,Electronics,Laptop,Mcdonald-Bennett,211.49,160.66
367,Home,Decor,Forbes Ltd,173.24,114.07
368,Electronics,Mobile,Wilson-Gaines,1416.71,1128.26
369,Toys,Board,Walker-Cole,1221.56,666.43
370,Home,Kitchen,Greene-Torres,820.49,439.25
371,Toys,Action,"West, Jones and Johnson",1579.51,1040.77
372,Electronics,Laptop,"Dawson, Gibbs and Harrison",193.54,129.93
373,Home,Kitchen,Williams LLC,1448.85,960.05
374,Toys,Action,Sharp Group,670.06,424.21
375,Clothing,Women,Carter Ltd,623.91,413.29
376,Books,Fiction,Smith-Burke,1192.11,924.12
377,Home,Decor,Marks-Olson,756.48,542.14
378,Clothing,Kids,House Ltd,1407.15,1095.95
379,Toys,Action,"Powell, Greene and Parrish",1293.82,736.65
380,Home,Furniture,"Foster, Hodges and Perez",728.38,343.87
381,Clothing,Women,Noble-Kelley,1895.6,1126.95
382,Clothing,Men,"Randolph, Perez and Fox",314.12,162.81
383,Electronics,Camera,Frye Group,1542.9,1132.56
384,Toys,Action,"Hampton, Preston and Ayala",1325.55,994.9
385,Toys,Action,Peters-Cook,1196.51,552.43
386,Clothing,Kids,"Munoz, Myers and Moore",1543.34,1116.79
387,Clothing,Kids,"Grant, Turner and Jones",878.16,495.58
388,Clothing,Women,Lozano-Hill,1223.14,857.37
389,Books,Fiction,"Moreno, Sherman and Cooper",1070.35,560.64
390,Books,Fiction,Dunn PLC,738.84,575.45
391,Books,Non-Fiction,Patel Ltd,1540.03,1095.35
392,Toys,Board,Smith Inc,840.23,390.56
393,Clothing,Kids,"Jacobson, Cardenas and Keith",281.11,140.56
394,Books,Non-Fiction,Smith-Flowers,1111.31,490.13
395,Toys,Action,"Barron, Smith and Miller",573.7,404.6
396,Home,Kitchen,"Williams, Steele and Jones",1811.09,831.18
397,Books,Fiction,Crane-Pollard,1893.09,925.37
398,Books,Non-Fiction,Kennedy-Jackson,1861.29,1053.41
399,Books,Comics,Clarke Ltd,751.05,416.43
400,Electronics,Laptop,Hendrix Group,452.95,238.92
401,Electronics,Camera,Leon-Whitney,1301.67,932.71
402,Clothing,Men,"Edwards, Stewart and Reed",577.32,422.54
403,Clothing,Kids,"Berry, Harvey and Krueger",940.87,607.93
404,Electronics,Mobile,Kane-Beck,515.57,378.42
405,Toys,Board,"Pruitt, Livingston and Wallace",1219.72,694.39
406,Home,Furniture,"Mack, Ramirez and Herman",605.8,253.89
407,Books,Comics,Bauer-Valdez,1588.83,926.04
408,Electronics,Laptop,"Kirk, Rich and Contreras",1195.49,486.06
409,Toys,Board,Barnes-Clark,487.67,223.08
410,Books,Fiction,Scott-Williams,1231.55,611.13
411,Books,Fiction,Hudson-James,1330.42,577.73
412,Home,Furniture,Owens and Sons,1907.04,1177.85
413,Toys,Board,"Riley, Carrillo and Lam",45.57,34.15
414,Electronics,Camera,Johnston-Thomas,776.83,426.73
415,Electronics,Laptop,Carter PLC,1578.1,848.89
416,Electronics,Camera,"Oconnor, Walker and Lewis",1471.7,784.43
417,Electronics,Laptop,Montgomery-Ford,1094.3,793.81
418,Clothing,Kids,Townsend Group,931.92,631.99
419,Clothing,Men,Alvarez LLC,130.89,92.99
420,Books,Fiction,Bates PLC,590.42,246.51
421,Clothing,Men,Wilson-Francis,634.61,332.55
422,Books,Comics,Nelson Ltd,949.43,393.68
423,Clothing,Women,Jones Ltd,717.16,510.86
424,Home,Kitchen,"Serrano, Hernandez and Ward",253.33,138.62
425,Books,Comics,Clay and Sons,882.27,690.46
426,Home,Furniture,Phillips-Hill,994.93,595.97
427,Toys,Educational,"Shaw, Martinez and Hernandez",1603.29,1107.6
428,Electronics,Laptop,Andrews Inc,1206.89,879.75
429,Toys,Educational,Smith LLC,645.82,279.01
430,Home,Kitchen,Flores PLC,894.6,614.65
431,Clothing,Kids,"Jones, Nelson and Jones",890.6,515.53
432,Home,Decor,Contreras PLC,1996.31,1017.76
433,Electronics,Mobile,Lamb Group,1344.01,755.98
434,Toys,Board,Madden-Simmons,1360.42,1062.65
435,Clothing,Kids,Williams Group,1357.79,781.09
436,Clothing,Men,Yoder PLC,475.81,313.11
437,Home,Kitchen,"Fisher, Jones and Johnson",1899.19,784.28
438,Clothing,Kids,"Martin, Shaw and Phillips",902.6,494.97
439,Books,Fiction,Garcia and Sons,1149.97,703.53
440,Books,Non-Fiction,Johnston-Pierce,1300.87,650.23
441,Electronics,Mobile,Montoya Ltd,1472.67,883.04
442,Books,Comics,"Duarte, Jimenez and Fischer",239.93,170.35
443,Books,Fiction,Lee-Porter,1992.75,1024.73
444,Books,Fiction,"Foster, Davis and Hutchinson",249.66,185.03
445,Books,Fiction,Henry LLC,1797.86,1039.24
446,Electronics,Camera,Lin-Morales,1935.28,1537.83
447,Home,Decor,"Lopez, Jackson and Yang",134.55,83.0
448,Home,Furniture,Santana-Harper,1425.06,1098.62
449,Clothing,Women,Williams LLC,1019.97,457.5
450,Clothing,Men,Hinton-Williams,477.29,285.23
451,Home,Decor,"Ochoa, Murray and Anderson",1146.69,673.06
452,Toys,Action,"Frank, Castro and Orozco",1225.84,532.61
453,Home,Kitchen,"Tucker, Nguyen and Smith",1999.19,1374.54
454,Toys,Educational,"Hardy, Hahn and Sims",1539.48,1122.8
455,Electronics,Mobile,"Ballard, Jones and Guzman",1944.9,1277.67
456,Books,Non-Fiction,Collins Inc,1361.82,732.39
457,Toys,Board,Hunter-Ramsey,1177.63,832.72
458,Clothing,Women,"Gaines, Brown and Green",1008.21,753.42
459,Electronics,Camera,Salazar-Taylor,310.27,144.54
460,Home,Decor,Graham-Williams,454.81,354.29
461,Toys,Educational,Duffy Ltd,1692.64,846.73
462,Toys,Educational,"Bailey, Robertson and Anthony",254.71,132.74
463,Toys,Action,"Schultz, Suarez and Torres",1007.63,471.02
464,Toys,Action,"Mendoza, Morgan and Jordan",346.55,225.19
465,Toys,Educational,Short-Castillo,1685.85,1054.41
466,Electronics,Mobile,"Hicks, Alvarado and Boyd",95.7,62.83
467,Toys,Educational,Gonzalez-Hardy,1304.0,921.65
468,Books,Comics,"Weaver, Howell and Walter",1279.79,766.87
